Subject 9 in condition 1
Training Condition: 3
Task: 0
Rule: [[[300, 220], [[9000, 0], [0, 2000]]], [[300, 380], [[9000, 0], [0, 2000]]]]
Noise: 0
CATA=1
CATB=0
Sample keys: 122 120
Resp keys: 309 307
Dim direction: 1 0
Dim minimum: 85 60
Test order: [3, 5, 0, 7, 2, 4, 6, 1]
9 1 3 0 1 1 261 350 1 6797 
9 1 3 0 1 1 298 0 0 1192 
9 1 3 0 1 1 88 228 0 5400 
9 1 3 0 1 1 11 0 0 2522 
9 1 3 0 1 1 429 0 0 2722 
9 1 3 0 1 1 12 191 0 1497 
9 1 3 0 1 1 513 250 0 1321 
9 1 3 0 1 1 128 462 1 2057 
9 1 3 0 1 1 71 168 0 1122 
9 1 3 0 1 1 453 181 0 1041 
9 1 3 0 1 1 273 0 0 1290 
9 1 3 0 1 1 12 565 1 2225 
9 1 3 0 1 1 401 409 1 7593 
9 1 3 0 1 1 100 420 1 1763 
9 1 3 0 1 1 191 52 0 1249 
9 1 3 0 1 1 460 462 1 1481 
9 1 3 0 1 2 482 349 0 7321 3 
9 1 3 0 1 2 283 482 1 2811 4 
9 1 3 0 1 2 516 149 0 3027 4 
9 1 3 0 1 2 50 416 1 2944 4 
9 1 3 0 1 2 50 516 1 1782 4 
9 1 3 0 1 2 216 83 0 2287 3 
9 1 3 0 1 2 283 149 0 1079 3 
9 1 3 0 1 2 149 149 0 6123 3 
9 1 3 0 1 2 549 416 1 2539 3 
9 1 3 0 1 2 549 183 0 1609 3 
9 1 3 0 1 2 383 516 1 1293 3 
9 1 3 0 1 2 349 482 1 1011 3 
9 1 3 0 1 2 549 83 0 1263 3 
9 1 3 0 1 2 183 83 0 854 3 
9 1 3 0 1 2 50 50 0 779 3 
9 1 3 0 1 2 316 449 1 1268 3 
9 1 3 0 1 2 383 449 1 734 3 
9 1 3 0 1 2 449 216 0 2033 4 
9 1 3 0 1 2 83 183 0 1368 4 
9 1 3 0 1 2 283 416 0 3873 4 
9 1 3 0 1 2 116 383 0 1263 4 
9 1 3 0 1 2 349 216 0 1550 4 
9 1 3 0 1 2 149 482 1 938 3 
9 1 3 0 1 2 383 416 1 1314 3 
9 1 3 0 1 2 149 283 0 1008 3 
9 1 3 0 1 2 183 449 1 2200 3 
9 1 3 0 1 2 283 83 0 1345 3 
9 1 3 0 1 2 383 149 0 792 3 
9 1 3 0 1 2 249 549 1 1130 3 
9 1 3 0 1 2 383 50 0 826 3 
9 1 3 0 1 2 449 50 0 643 3 
9 1 3 0 1 2 449 316 0 915 3 
9 1 3 0 1 1 121 63 0 3525 
9 1 3 0 1 1 128 420 1 1665 
9 1 3 0 1 1 534 224 0 1328 
9 1 3 0 1 1 584 599 1 5067 
9 1 3 0 1 1 139 592 1 1882 
9 1 3 0 1 1 76 232 0 1578 
9 1 3 0 1 1 542 417 1 1042 
9 1 3 0 1 1 344 62 0 914 
9 1 3 0 1 1 178 289 0 881 
9 1 3 0 1 1 0 539 1 786 
9 1 3 0 1 1 459 248 0 818 
9 1 3 0 1 1 479 415 1 753 
9 1 3 0 1 1 360 422 1 618 
9 1 3 0 1 1 562 418 1 778 
9 1 3 0 1 1 599 49 0 994 
9 1 3 0 1 1 599 243 0 857 
9 1 3 0 1 2 349 349 0 4878 4 
9 1 3 0 1 2 383 383 1 4864 5 
9 1 3 0 1 2 449 383 1 1155 5 
9 1 3 0 1 2 416 83 0 1169 5 
9 1 3 0 1 2 116 249 0 1644 5 
9 1 3 0 1 2 449 183 0 855 5 
9 1 3 0 1 2 449 516 1 1557 5 
9 1 3 0 1 2 183 516 1 3878 5 
9 1 3 0 1 2 116 216 0 1868 4 
9 1 3 0 1 2 116 283 0 1511 4 
9 1 3 0 1 2 183 549 1 2521 3 
9 1 3 0 1 2 316 383 1 1604 3 
9 1 3 0 1 2 183 183 0 1327 4 
